	mean_fit_time	mean_score_time	mean_test_score	param_C	param_gamma	param_kernel	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0	222.95769810676575	87.89918510119121	0.4563501015113918	1	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 1}	12	0.44127198917456023	0.45776935571196536	0.47001489102477323	0.9978498462541535	0.27478084188117724	0.011777205721956258
1	313.07615939776105	63.43178200721741	0.6248138957816377	1	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 1}	7	0.6506089309878214	0.634813210611803	0.5890077162582916	14.790332569985923	1.9882927068545249	0.026123851468586274
2	190.82439382870993	81.69679919878642	0.6097450936160613	1	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 1}	10	0.640595399188092	0.6113968597726043	0.5772302693921755	4.626196922816219	1.479029784434786	0.025895348754931487
3	310.90349316596985	62.03686420122782	0.6248138957816377	1	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 1}	7	0.6506089309878214	0.634813210611803	0.5890077162582916	14.47503190483526	1.480637279395068	0.026123851468586274
4	195.55840921401978	82.54392663637798	0.5961651251973833	5	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 5}	11	0.6278755074424899	0.5982674607471575	0.5623392446189251	3.4335082500991847	2.9953334975436694	0.026796632256880438
5	917.5732505321503	61.69581906000773	0.6258966839612001	5	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 5}	3	0.6519621109607577	0.6356253383865729	0.5900906998781643	72.72520078084077	1.662537907849107	0.0261791222201883
6	170.36933843294779	76.45723009109497	0.6306789984209339	5	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 5}	2	0.6576454668470907	0.6391445587439091	0.5952348720725599	2.7603090668278814	1.671136635319653	0.026172990627980612
7	911.4573208491007	62.27979230880737	0.6258966839612001	5	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 5}	3	0.6519621109607577	0.6356253383865729	0.5900906998781643	77.92489876655692	1.7393341076029765	0.0261791222201883
8	181.67430305480957	79.53381435076396	0.6130385743288969	10	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 10}	9	0.6433017591339648	0.6168110449377369	0.5789901177744686	4.7705010548639395	3.5371913762113096	0.026390566679721558
9	1366.6141555309296	39.693960428237915	0.624949244304083	10	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 10}	5	0.6502029769959404	0.6361667569030861	0.5884662244483552	125.33648769640712	5.041323738713932	0.026422795262609336
10	203.66197880109152	71.65738972028096	0.6332055041732461	10	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 10}	1	0.6553450608930987	0.6452355170546833	0.5990253147421145	6.827835526733407	8.970319619406846	0.0245157074710068
11	1171.4635914961498	29.250873804092407	0.624949244304083	10	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 10}	5	0.6502029769959404	0.6361667569030861	0.5884662244483552	81.74215671229035	0.3131997465273496	0.026422795262609336
