	mean_fit_time	mean_score_time	mean_test_score	param_C	param_gamma	param_kernel	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0	243.4977609316508	97.09985327720642	0.45901195578614934	1	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 1}	12	0.4431664411366712	0.46534921494315107	0.4685257885474482	1.3031664299488221	0.7341640877715312	0.011281144955967241
1	351.9059583346049	68.85739692052205	0.6283329573652154	1	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 1}	3	0.6546684709066306	0.6346778559826746	0.5956409909300122	18.300854420955446	2.134651376986351	0.02451219726649193
2	208.20135855674744	89.2814073562622	0.6152041506880217	1	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 1}	10	0.6496617050067659	0.6199242014076881	0.5760119128198186	4.980347459672256	1.995955108872248	0.030252399741247014
3	347.854088306427	65.76241294542949	0.6283329573652154	1	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 1}	3	0.6546684709066306	0.6346778559826746	0.5956409909300122	18.383063668090777	2.1255143038248567	0.02451219726649193
4	214.79352521896362	88.68918379147847	0.6025265057523123	5	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 5}	11	0.6349120433017591	0.6059826746074716	0.5666711790984161	3.525602305518693	2.4569700710372553	0.027966507613336855
5	1051.447216828664	64.15698965390523	0.6280622603203249	5	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 5}	7	0.6550744248985115	0.6356253383865729	0.5934750236902667	74.51315464383143	1.9641367135366792	0.025710440505766374
6	188.11390352249146	84.7342046101888	0.6351454996616287	5	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 5}	2	0.6645466847090663	0.6422577152138603	0.5986191958846623	3.4626311315787253	1.5247440658008329	0.027380869877726203
7	1043.9355516433716	66.83724522590637	0.6280622603203249	5	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 5}	7	0.6550744248985115	0.6356253383865729	0.5934750236902667	93.45119956591847	2.19445957301744	0.025710440505766374
8	198.65276964505514	86.75169650713603	0.6211594856756147	10	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 10}	9	0.6556156968876861	0.6249323226854359	0.5829159333965074	2.9050934502478967	4.966037346537999	0.029799537542753152
9	1577.5133593082428	43.85360264778137	0.6281524926686217	10	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 10}	5	0.6531799729364005	0.6371142393069843	0.5941518884526872	145.90496223755753	6.048645958554202	0.024917582872098255
10	225.57587218284607	78.9838577111562	0.6410557184750734	10	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 10}	1	0.6672530446549391	0.6497022198159177	0.6062000812237714	4.72291222451913	10.35109318174957	0.025663914526121084
11	1347.7939569155376	31.996697902679443	0.6281524926686217	10	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 10}	5	0.6531799729364005	0.6371142393069843	0.5941518884526872	79.77425561900233	0.3990519351330279	0.024917582872098255
