	mean_fit_time	mean_score_time	mean_test_score	param_C	param_gamma	param_kernel	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0	180.41302927335104	69.27351188659668	0.44868035190615835	1	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 1}	12	0.4387009472259811	0.44734704926908503	0.45999729254095034	0.3858125567701444	0.2000535956915122	0.008745258361050647
1	237.1465662320455	52.095421155293785	0.6110985788405143	1	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 1}	5	0.6320703653585927	0.617758527341635	0.5834574252064437	11.721110572292062	1.7115130387887993	0.020397413642277304
2	154.31895097096762	64.71826561292012	0.5981051206857658	1	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 1}	10	0.627469553450609	0.6021927449918787	0.5646405848111548	1.8936633220100292	0.6842346480053612	0.025812435021431938
3	235.6798847516378	51.37855633099874	0.6110985788405143	1	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 1}	5	0.6320703653585927	0.617758527341635	0.5834574252064437	10.919663155635375	1.462832387607432	0.020397413642277304
4	160.72403256098428	66.62196763356526	0.5809609745093616	5	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 5}	11	0.6063599458728011	0.5832430969139144	0.5532692568024908	1.5955391223934554	1.1974411406431922	0.021734411744055337
5	669.7551982402802	50.092889865239464	0.6105120685765847	5	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 5}	7	0.6317997293640054	0.6173524634542501	0.582374441586571	43.0956301591963	0.9058992261575615	0.020749608768374887
6	138.49673899014792	62.33287811279297	0.615655312429506	5	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 5}	2	0.641001353179973	0.6195181375203032	0.5864356301610938	1.86585855143593	1.1816265848873393	0.022443434060010006
7	658.4068137009939	49.95856054623922	0.6105120685765847	5	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 5}	7	0.6317997293640054	0.6173524634542501	0.582374441586571	50.18144992430334	0.29282465962815674	0.020749608768374887
8	150.03410681088766	64.55753803253174	0.6015339499210467	10	0.001	rbf	{'gamma': 0.001, 'kernel': 'rbf', 'C': 10}	9	0.6294993234100136	0.6072008662696264	0.5678895356707729	3.3186570812205347	2.4611202101602987	0.02546954624982709
9	989.3544660409292	31.47949465115865	0.6111888111888112	10	0.001	linear	{'gamma': 0.001, 'kernel': 'linear', 'C': 10}	3	0.6324763193504737	0.6191120736329182	0.5819683227291187	74.24018503758842	3.1035737836484505	0.021367563746315914
10	160.94484949111938	56.24403190612793	0.617324610872998	10	0.01	rbf	{'gamma': 0.01, 'kernel': 'rbf', 'C': 10}	1	0.6385656292286874	0.6234434217650243	0.5899553269256802	6.194438766484837	4.816302555810615	0.02031143616993701
11	855.1072334448496	24.08606457710266	0.6111888111888112	10	0.01	linear	{'gamma': 0.01, 'kernel': 'linear', 'C': 10}	3	0.6324763193504737	0.6191120736329182	0.5819683227291187	57.7566955606958	0.21798366268752745	0.021367563746315914
