	mean_fit_time	mean_score_time	mean_test_score	param_C	param_gamma	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0	179.16930850346884	70.04339377085368	0.44868035190615835	1	0.001	{'gamma': 0.001, 'C': 1}	6	0.4387009472259811	0.44734704926908503	0.45999729254095034	0.33417201251218703	0.3879289018626522	0.008745258361050647
1	154.04937704404196	64.54258298873901	0.5981051206857658	1	0.01	{'gamma': 0.01, 'C': 1}	4	0.627469553450609	0.6021927449918787	0.5646405848111548	1.2580987247709599	1.083011239343667	0.025812435021431938
2	160.88441960016885	65.54322910308838	0.5809609745093616	5	0.001	{'gamma': 0.001, 'C': 5}	5	0.6063599458728011	0.5832430969139144	0.5532692568024908	1.4572244666801866	2.184767149525094	0.021734411744055337
3	139.3560070991516	58.93309704462687	0.615655312429506	5	0.01	{'gamma': 0.01, 'C': 5}	2	0.641001353179973	0.6195181375203032	0.5864356301610938	1.8233618983977373	0.9906251941932946	0.022443434060010006
4	148.79488054911295	57.07282304763794	0.6015339499210467	10	0.001	{'gamma': 0.001, 'C': 10}	3	0.6294993234100136	0.6072008662696264	0.5678895356707729	1.8712769484460463	2.9150196362592737	0.02546954624982709
5	119.04782327016194	33.29658500353495	0.617324610872998	10	0.01	{'gamma': 0.01, 'C': 10}	1	0.6385656292286874	0.6234434217650243	0.5899553269256802	37.25133659887707	5.803398601438107	0.02031143616993701
