	mean_fit_time	mean_score_time	mean_test_score	param_C	param_gamma	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0	156.2046525478363	61.57665228843689	0.44376268892397924	1	0.001	{'gamma': 0.001, 'C': 1}	6	0.43843031123139375	0.4424742826204656	0.4503858129145797	0.5559399699813437	0.4719179124069475	0.004965159855161329
1	134.70324850082397	56.668614069620766	0.5898037446424543	1	0.01	{'gamma': 0.01, 'C': 1}	4	0.6143437077131259	0.5904168922577152	0.5646405848111548	1.596401069507931	0.9384841764390052	0.020296074438023257
2	140.97386026382446	57.321146408716835	0.5702233250620348	5	0.001	{'gamma': 0.001, 'C': 5}	5	0.5914749661705007	0.5749864645370871	0.5441992689860566	0.9996999687112305	1.8948999452140143	0.019592089204107058
3	122.73533423741658	51.668795347213745	0.6085720730882022	5	0.01	{'gamma': 0.01, 'C': 5}	2	0.6346414073071719	0.6062533838657282	0.5848111547312846	1.258255768763358	1.0297732393633916	0.020409302821762107
4	131.02431917190552	50.34398738543192	0.5926911797879539	10	0.001	{'gamma': 0.001, 'C': 10}	3	0.6192151556156968	0.5928532755820249	0.5659943143359957	1.348519234443951	2.2211468227717606	0.021727864385050446
5	100.86056025822957	30.225982189178467	0.6123618317166705	10	0.01	{'gamma': 0.01, 'C': 10}	1	0.6339648173207036	0.6113968597726043	0.5917151753079735	31.326670607139242	6.619638000383978	0.017262028497332948
